Date,Open,High,Low,Close,Adj Close,Volume
2019-03-29,70.430000,70.430000,70.430000,70.430000,65.290108,0
2019-04-01,71.239998,71.239998,71.239998,71.239998,66.041023,0
2019-04-02,71.230003,71.230003,71.230003,71.230003,66.031754,0
2019-04-03,71.419998,71.419998,71.419998,71.419998,66.207848,0
2019-04-04,71.559998,71.559998,71.559998,71.559998,66.337654,0
2019-04-05,71.940002,71.940002,71.940002,71.940002,66.689903,0
2019-04-08,71.989998,71.989998,71.989998,71.989998,66.736259,0
2019-04-09,71.529999,71.529999,71.529999,71.529999,66.309845,0
2019-04-10,71.870003,71.870003,71.870003,71.870003,66.625038,0
2019-04-11,71.879997,71.879997,71.879997,71.879997,66.634293,0
2019-04-12,72.349998,72.349998,72.349998,72.349998,67.070007,0
2019-04-15,72.279999,72.279999,72.279999,72.279999,67.005104,0
2019-04-16,72.309998,72.309998,72.309998,72.309998,67.032921,0
2019-04-17,72.059998,72.059998,72.059998,72.059998,66.801155,0
2019-04-18,72.160004,72.160004,72.160004,72.160004,66.893867,0
2019-04-22,72.209999,72.209999,72.209999,72.209999,66.940201,0
2019-04-23,72.910004,72.910004,72.910004,72.910004,67.589134,0
2019-04-24,72.790001,72.790001,72.790001,72.790001,67.477875,0
2019-04-25,72.699997,72.699997,72.699997,72.699997,67.394455,0
2019-04-26,73.089996,73.089996,73.089996,73.089996,67.755989,0
2019-04-29,73.190002,73.190002,73.190002,73.190002,67.848717,0
2019-04-30,73.230003,73.230003,73.230003,73.230003,67.885788,0
2019-05-01,72.660004,72.660004,72.660004,72.660004,67.357376,0
2019-05-02,72.550003,72.550003,72.550003,72.550003,67.255402,0
2019-05-03,73.330002,73.330002,73.330002,73.330002,67.978477,0
2019-05-06,73.050003,73.050003,73.050003,73.050003,67.718918,0
2019-05-07,71.820000,71.820000,71.820000,71.820000,66.578682,0
2019-05-08,71.690002,71.690002,71.690002,71.690002,66.458176,0
2019-05-09,71.510002,71.510002,71.510002,71.510002,66.291290,0
2019-05-10,71.779999,71.779999,71.779999,71.779999,66.541595,0
2019-05-13,69.980003,69.980003,69.980003,69.980003,64.872963,0
2019-05-14,70.610001,70.610001,70.610001,70.610001,65.456978,0
2019-05-15,71.019997,71.019997,71.019997,71.019997,65.837044,0
2019-05-16,71.660004,71.660004,71.660004,71.660004,66.430351,0
2019-05-17,71.180000,71.180000,71.180000,71.180000,65.985367,0
2019-05-20,70.690002,70.690002,70.690002,70.690002,65.531166,0
2019-05-21,71.339996,71.339996,71.339996,71.339996,66.133705,0
2019-05-22,71.099998,71.099998,71.099998,71.099998,65.911224,0
2019-05-23,70.190002,70.190002,70.190002,70.190002,65.067619,0
2019-05-24,70.349998,70.349998,70.349998,70.349998,65.215950,0
2019-05-28,69.769997,69.769997,69.769997,69.769997,64.678268,0
2019-05-29,69.279999,69.279999,69.279999,69.279999,64.224037,0
2019-05-30,69.400002,69.400002,69.400002,69.400002,64.335289,0
2019-05-31,68.519997,68.519997,68.519997,68.519997,63.519501,0
2019-06-03,68.360001,68.360001,68.360001,68.360001,63.371193,0
2019-06-04,69.870003,69.870003,69.870003,69.870003,64.770996,0
2019-06-05,70.400002,70.400002,70.400002,70.400002,65.262306,0
2019-06-06,70.779999,70.779999,70.779999,70.779999,65.614555,0
2019-06-07,71.489998,71.489998,71.489998,71.489998,66.272751,0
2019-06-10,71.839996,71.839996,71.839996,71.839996,66.597214,0
2019-06-11,71.779999,71.779999,71.779999,71.779999,66.541595,0
2019-06-12,71.660004,71.660004,71.660004,71.660004,66.430351,0
2019-06-13,72.019997,72.019997,72.019997,72.019997,66.764084,0
2019-06-14,71.580002,71.580002,71.580002,71.580002,66.601257,0
2019-06-17,71.690002,71.690002,71.690002,71.690002,66.703598,0
2019-06-18,72.410004,72.410004,72.410004,72.410004,67.373512,0
2019-06-19,72.639999,72.639999,72.639999,72.639999,67.587532,0
2019-06-20,73.290001,73.290001,73.290001,73.290001,68.192299,0
2019-06-21,73.129997,73.129997,73.129997,73.129997,68.043434,0
2019-06-24,72.900002,72.900002,72.900002,72.900002,67.829445,0
2019-06-25,72.220001,72.220001,72.220001,72.220001,67.196724,0
2019-06-26,72.120003,72.120003,72.120003,72.120003,67.103691,0
2019-06-27,72.540001,72.540001,72.540001,72.540001,67.494492,0
2019-06-28,73.040001,73.040001,73.040001,73.040001,67.959702,0
2019-07-01,73.570000,73.570000,73.570000,73.570000,68.452835,0
2019-07-02,73.720001,73.720001,73.720001,73.720001,68.592407,0
2019-07-03,74.320000,74.320000,74.320000,74.320000,69.150665,0
2019-07-05,74.230003,74.230003,74.230003,74.230003,69.066948,0
2019-07-08,73.830002,73.830002,73.830002,73.830002,68.694763,0
2019-07-09,73.970001,73.970001,73.970001,73.970001,68.825027,0
2019-07-10,74.269997,74.269997,74.269997,74.269997,69.104141,0
2019-07-11,74.389999,74.389999,74.389999,74.389999,69.215813,0
2019-07-12,74.769997,74.769997,74.769997,74.769997,69.569374,0
2019-07-15,74.750000,74.750000,74.750000,74.750000,69.550781,0
2019-07-16,74.519997,74.519997,74.519997,74.519997,69.336754,0
2019-07-17,74.050003,74.050003,74.050003,74.050003,68.899460,0
2019-07-18,74.320000,74.320000,74.320000,74.320000,69.150665,0
2019-07-19,73.870003,73.870003,73.870003,73.870003,68.731972,0
2019-07-22,74.050003,74.050003,74.050003,74.050003,68.899460,0
2019-07-23,74.550003,74.550003,74.550003,74.550003,69.364677,0
2019-07-24,75.019997,75.019997,75.019997,75.019997,69.801987,0
2019-07-25,74.559998,74.559998,74.559998,74.559998,69.373962,0
2019-07-26,75.150002,75.150002,75.150002,75.150002,69.922943,0
2019-07-29,74.970001,74.970001,74.970001,74.970001,69.755455,0
2019-07-30,74.879997,74.879997,74.879997,74.879997,69.671715,0
2019-07-31,74.089996,74.089996,74.089996,74.089996,68.936661,0
2019-08-01,73.370003,73.370003,73.370003,73.370003,68.266754,0
2019-08-02,72.790001,72.790001,72.790001,72.790001,67.727089,0
2019-08-05,70.620003,70.620003,70.620003,70.620003,65.708015,0
2019-08-06,71.540001,71.540001,71.540001,71.540001,66.564026,0
2019-08-07,71.610001,71.610001,71.610001,71.610001,66.629173,0
2019-08-08,73.000000,73.000000,73.000000,73.000000,67.922478,0
2019-08-09,72.470001,72.470001,72.470001,72.470001,67.429359,0
2019-08-12,71.589996,71.589996,71.589996,71.589996,66.610565,0
2019-08-13,72.599998,72.599998,72.599998,72.599998,67.550308,0
2019-08-14,70.500000,70.500000,70.500000,70.500000,65.596375,0
2019-08-15,70.639999,70.639999,70.639999,70.639999,65.726631,0
2019-08-16,71.730003,71.730003,71.730003,71.730003,66.740814,0
2019-08-19,72.550003,72.550003,72.550003,72.550003,67.503784,0
2019-08-20,72.010002,72.010002,72.010002,72.010002,67.001343,0
2019-08-21,72.610001,72.610001,72.610001,72.610001,67.559608,0
2019-08-22,72.559998,72.559998,72.559998,72.559998,67.513100,0
2019-08-23,70.680000,70.680000,70.680000,70.680000,65.763855,0
2019-08-26,71.440002,71.440002,71.440002,71.440002,66.470978,0
2019-08-27,71.129997,71.129997,71.129997,71.129997,66.182549,0
2019-08-28,71.610001,71.610001,71.610001,71.610001,66.629173,0
2019-08-29,72.550003,72.550003,72.550003,72.550003,67.503784,0
2019-08-30,72.599998,72.599998,72.599998,72.599998,67.550308,0
2019-09-03,72.040001,72.040001,72.040001,72.040001,67.029266,0
2019-09-04,72.820000,72.820000,72.820000,72.820000,67.755005,0
2019-09-05,73.790001,73.790001,73.790001,73.790001,68.657539,0
2019-09-06,73.820000,73.820000,73.820000,73.820000,68.685463,0
2019-09-09,73.849998,73.849998,73.849998,73.849998,68.713356,0
2019-09-10,73.930000,73.930000,73.930000,73.930000,68.787788,0
2019-09-11,74.550003,74.550003,74.550003,74.550003,69.364677,0
