Date,Open,High,Low,Close,Adj Close,Volume
2023-04-10,379.209991,379.209991,379.209991,379.209991,374.759308,0
2023-04-11,379.200012,379.200012,379.200012,379.200012,374.749481,0
2023-04-12,377.640015,377.640015,377.640015,377.640015,373.207764,0
2023-04-13,382.709991,382.709991,382.709991,382.709991,378.218231,0
2023-04-14,381.910004,381.910004,381.910004,381.910004,377.427673,0
2023-04-17,383.179993,383.179993,383.179993,383.179993,378.682739,0
2023-04-18,383.510010,383.510010,383.510010,383.510010,379.008881,0
2023-04-19,383.480011,383.480011,383.480011,383.480011,378.979248,0
2023-04-20,381.230011,381.230011,381.230011,381.230011,376.755646,0
2023-04-21,381.589996,381.589996,381.589996,381.589996,377.111359,0
2023-04-24,381.910004,381.910004,381.910004,381.910004,377.427673,0
2023-04-25,375.890015,375.890015,375.890015,375.890015,371.478302,0
2023-04-26,374.440002,374.440002,374.440002,374.440002,370.045319,0
2023-04-27,381.779999,381.779999,381.779999,381.779999,377.299164,0
2023-04-28,384.970001,384.970001,384.970001,384.970001,380.451691,0
2023-05-01,384.809998,384.809998,384.809998,384.809998,380.293610,0
2023-05-02,380.359985,380.359985,380.359985,380.359985,375.895844,0
2023-05-03,377.709991,377.709991,377.709991,377.709991,373.276947,0
2023-05-04,375.019989,375.019989,375.019989,375.019989,370.618469,0
2023-05-05,381.970001,381.970001,381.970001,381.970001,377.486908,0
2023-05-08,382.149994,382.149994,382.149994,382.149994,377.664795,0
2023-05-09,380.429993,380.429993,380.429993,380.429993,375.964996,0
2023-05-10,382.140015,382.140015,382.140015,382.140015,377.654968,0
2023-05-11,381.570007,381.570007,381.570007,381.570007,377.091644,0
2023-05-12,381.059998,381.059998,381.059998,381.059998,376.587616,0
2023-05-15,382.230011,382.230011,382.230011,382.230011,377.743896,0
2023-05-16,379.809998,379.809998,379.809998,379.809998,375.352295,0
2023-05-17,384.410004,384.410004,384.410004,384.410004,379.898315,0
2023-05-18,388.109985,388.109985,388.109985,388.109985,383.554871,0
2023-05-19,387.549988,387.549988,387.549988,387.549988,383.001434,0
2023-05-22,387.660004,387.660004,387.660004,387.660004,383.110138,0
2023-05-23,383.309998,383.309998,383.309998,383.309998,378.811188,0
2023-05-24,380.510010,380.510010,380.510010,380.510010,376.044098,0
2023-05-25,383.859985,383.859985,383.859985,383.859985,379.354767,0
2023-05-26,388.890015,388.890015,388.890015,388.890015,384.325714,0
2023-05-30,388.929993,388.929993,388.929993,388.929993,384.365234,0
2023-05-31,386.630005,386.630005,386.630005,386.630005,382.092224,0
2023-06-01,390.510010,390.510010,390.510010,390.510010,385.926697,0
2023-06-02,396.209991,396.209991,396.209991,396.209991,391.559814,0
2023-06-05,395.420013,395.420013,395.420013,395.420013,390.779083,0
2023-06-06,396.359985,396.359985,396.359985,396.359985,391.708008,0
2023-06-07,394.859985,394.859985,394.859985,394.859985,390.225647,0
2023-06-08,397.350006,397.350006,397.350006,397.350006,392.686401,0
2023-06-09,397.850006,397.850006,397.850006,397.850006,393.180573,0
2023-06-12,401.519989,401.519989,401.519989,401.519989,396.807465,0
2023-06-13,404.320007,404.320007,404.320007,404.320007,399.574615,0
2023-06-14,404.750000,404.750000,404.750000,404.750000,399.999573,0
2023-06-15,409.750000,409.750000,409.750000,409.750000,404.940887,0
2023-06-16,408.250000,408.250000,408.250000,408.250000,403.458496,0
2023-06-20,406.320007,406.320007,406.320007,406.320007,401.551178,0
2023-06-21,404.209991,404.209991,404.209991,404.209991,399.465912,0
2023-06-22,405.750000,405.750000,405.750000,405.750000,400.987823,0
2023-06-23,402.640015,402.640015,402.640015,402.640015,397.914368,0
2023-06-26,400.850006,400.850006,400.850006,400.850006,396.145325,0
2023-06-27,405.440002,405.440002,405.440002,405.440002,400.681488,0
2023-06-28,403.720001,403.720001,403.720001,403.720001,400.540588,0
2023-06-29,405.570007,405.570007,405.570007,405.570007,402.376007,0
2023-06-30,410.559998,410.559998,410.559998,410.559998,407.326721,0
2023-07-03,411.059998,411.059998,411.059998,411.059998,407.822784,0
2023-07-05,410.299988,410.299988,410.299988,410.299988,407.068756,0
2023-07-06,407.079987,407.079987,407.079987,407.079987,403.874115,0
2023-07-07,405.980011,405.980011,405.980011,405.980011,402.782806,0
2023-07-10,406.959991,406.959991,406.959991,406.959991,403.755066,0
2023-07-11,409.709991,409.709991,409.709991,409.709991,406.483398,0
2023-07-12,412.750000,412.750000,412.750000,412.750000,409.499481,0
2023-07-13,416.290009,416.290009,416.290009,416.290009,413.011597,0
2023-07-14,415.880005,415.880005,415.880005,415.880005,412.604828,0
2023-07-17,417.480011,417.480011,417.480011,417.480011,414.192230,0
2023-07-18,420.450012,420.450012,420.450012,420.450012,417.138824,0
2023-07-19,421.450012,421.450012,421.450012,421.450012,418.130981,0
2023-07-20,418.640015,418.640015,418.640015,418.640015,415.343109,0
2023-07-21,418.779999,418.779999,418.779999,418.779999,415.481995,0
2023-07-24,420.470001,420.470001,420.470001,420.470001,417.158691,0
2023-07-25,421.660004,421.660004,421.660004,421.660004,418.339325,0
2023-07-26,421.600006,421.600006,421.600006,421.600006,418.279785,0
2023-07-27,418.920013,418.920013,418.920013,418.920013,415.620911,0
2023-07-28,423.100006,423.100006,423.100006,423.100006,419.767975,0
2023-07-31,423.730011,423.730011,423.730011,423.730011,420.393036,0
2023-08-01,422.609985,422.609985,422.609985,422.609985,419.281799,0
2023-08-02,416.769989,416.769989,416.769989,416.769989,413.487823,0
2023-08-03,415.720001,415.720001,415.720001,415.720001,412.446106,0
2023-08-04,413.549988,413.549988,413.549988,413.549988,410.293152,0
2023-08-07,417.290009,417.290009,417.290009,417.290009,414.003723,0
2023-08-08,415.529999,415.529999,415.529999,415.529999,412.257568,0
2023-08-09,412.640015,412.640015,412.640015,412.640015,409.390381,0
2023-08-10,412.799988,412.799988,412.799988,412.799988,409.549072,0
2023-08-11,412.420013,412.420013,412.420013,412.420013,409.172089,0
2023-08-14,414.809998,414.809998,414.809998,414.809998,411.543243,0
2023-08-15,410.079987,410.079987,410.079987,410.079987,406.850464,0
2023-08-16,407.049988,407.049988,407.049988,407.049988,403.844330,0
2023-08-17,403.989990,403.989990,403.989990,403.989990,400.808472,0
2023-08-18,403.950012,403.950012,403.950012,403.950012,400.768799,0
2023-08-21,406.739990,406.739990,406.739990,406.739990,403.536804,0
2023-08-22,405.619995,405.619995,405.619995,405.619995,402.425629,0
2023-08-23,410.100006,410.100006,410.100006,410.100006,406.870361,0
